1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1
1,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7,7,7,7,6,0,0,0,0,0,0,0,0,4,7,7,7,7,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,4,7,7,7,6,0,0,0,0,4,7,7,7,6,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7,7,7,7,7,6,0,0,0,0,0,0,4,7,7,7,7,7,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,11,0,0,0,0,13,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,8,8,8,8,8,8,1,8,8,8,8,1,8,8,8,8,8,8,1
